O1__sum_values,O1__median,O1__mean,O1__length,O1__standard_deviation,O1__variance,O1__root_mean_square,O1__maximum,O1__absolute_maximum,O1__minimum,O2__sum_values,O2__median,O2__mean,O2__length,O2__standard_deviation,O2__variance,O2__root_mean_square,O2__maximum,O2__absolute_maximum,O2__minimum
414052.79000000004,4100.51,4099.532574257426,101.0,6.433105074375136,41.384840897951115,4099.537621761583,4115.38,4115.38,4083.59,467877.93,4632.82,4632.454752475247,101.0,9.063849267976194,82.1533635525926,4632.463619619053,4657.44,4657.44,4608.72
414181.51999999996,4101.54,4100.8071287128705,101.0,6.876151833179486,47.28146403293761,4100.812893606138,4115.38,4115.38,4083.59,467827.66000000003,4632.82,4631.95702970297,101.0,8.363716610082559,69.95175553377089,4631.96458069039,4646.67,4646.67,4608.72
414272.79999999993,4102.56,4101.710891089108,101.0,6.515726306788042,42.45468930496974,4101.7160663274,4115.38,4115.38,4083.59,467767.1400000001,4631.79,4631.357821782179,101.0,8.72916434184006,76.198310106852,4631.366048121555,4646.67,4646.67,4608.72
414401.51999999996,4103.08,4102.985346534653,101.0,5.424463940181486,29.42480903832925,4102.988932313507,4115.38,4115.38,4089.23,467708.1700000001,4631.28,4630.773960396041,101.0,8.670348021291431,75.17493481031224,4630.78207727559,4646.67,4646.67,4608.72
414455.9,4103.59,4103.523762376238,101.0,5.22746892760532,27.326431389079108,4103.527092004855,4115.38,4115.38,4089.23,467666.63000000006,4631.28,4630.362673267327,101.0,8.48044131710427,71.9178849328492,4630.370439162754,4646.67,4646.67,4608.72
414426.67,4103.59,4103.234356435643,101.0,5.3928249757884785,29.082561219488,4103.237900292286,4115.38,4115.38,4089.23,467583.0399999999,4629.74,4629.53504950495,101.0,8.262250864866337,68.26478935398454,4629.54242224695,4646.15,4646.15,4608.72
414469.23000000004,4104.1,4103.655742574258,101.0,5.604800337641007,31.413786824820747,4103.659570109283,4115.38,4115.38,4089.23,467517.4000000001,4628.72,4628.8851485148525,101.0,8.043814376924551,64.70294973041811,4628.8921375520395,4646.15,4646.15,4608.72
414454.39999999997,4104.1,4103.508910891089,101.0,5.8757271976301135,34.52417010097023,4103.513117553382,4115.38,4115.38,4086.67,467546.63,4629.74,4629.174554455446,101.0,8.130919902745086,66.11185846485617,4629.181695232564,4646.15,4646.15,4608.72
414421.05000000005,4104.1,4103.178712871288,101.0,6.351626853793755,40.34316368983396,4103.183628954932,4115.38,4115.38,4086.67,467704.07000000007,4630.77,4630.733366336634,101.0,7.917811513469303,62.691739162827055,4630.740135425715,4651.79,4651.79,4610.26
414472.35000000003,4105.13,4103.686633663367,101.0,6.20002383854049,38.44029559847036,4103.691317290199,4115.38,4115.38,4086.67,467808.7200000001,4631.28,4631.7695049504955,101.0,7.314242904079417,53.4981492598761,4631.775280077673,4651.79,4651.79,4610.26
414374.38999999996,4103.08,4102.716732673267,101.0,6.340531275005919,40.202336849328184,4102.721632147866,4114.87,4114.87,4086.67,467788.20999999996,4630.77,4631.566435643564,101.0,7.527146065370482,56.657927889422325,4631.5725521369,4651.79,4651.79,4610.26
414288.2400000001,4102.56,4101.863762376239,101.0,5.844432884849904,34.15739574551497,4101.867926017498,4113.33,4113.33,4086.67,467724.62000000005,4630.77,4630.936831683169,101.0,7.367555034710689,54.28086718949081,4630.9426923583205,4651.79,4651.79,4610.26
414175.9199999999,4101.54,4100.751683168316,101.0,6.374244132134667,40.630988256053236,4100.756637255622,4113.33,4113.33,4086.67,467654.87999999995,4629.23,4630.246336633662,101.0,7.326306421906451,53.6747657876677,4630.252132732649,4651.79,4651.79,4611.79
414097.4699999999,4100.51,4099.974950495049,101.0,6.332828286513068,40.10471410646004,4099.979841340807,4113.33,4113.33,4086.67,467568.2200000001,4628.72,4629.388316831684,101.0,8.028215967597653,64.45225162238991,4629.395278032468,4651.79,4651.79,4610.77
414050.81,4099.49,4099.51297029703,101.0,6.079049812501961,36.95484662288013,4099.517477518567,4113.33,4113.33,4086.67,467428.74000000005,4627.18,4628.007326732673,101.0,8.67458891554187,75.24849285364188,4628.015456411545,4651.79,4651.79,4608.72
414021.59,4099.49,4099.223663366337,101.0,6.007603057837553,36.09129450053912,4099.228065574911,4113.33,4113.33,4086.67,467405.16000000003,4627.18,4627.773861386139,101.0,8.580164203729693,73.61921776296438,4627.781815443175,4651.79,4651.79,4608.72
413954.39999999997,4098.97,4098.558415841584,101.0,5.375512636419304,28.896136104303622,4098.561940998572,4111.28,4111.28,4086.67,467374.8899999999,4627.18,4627.474158415841,101.0,8.450937409756223,71.41834310361723,4627.481875183252,4651.79,4651.79,4608.72
413951.3100000001,4098.97,4098.52782178218,101.0,5.294523156374619,28.03197545338706,4098.5312415422695,4111.28,4111.28,4086.67,467356.95,4627.18,4627.296534653466,101.0,8.49147148563623,72.10508799137317,4627.304325922811,4651.79,4651.79,4608.72
414043.0800000001,4099.49,4099.436435643565,101.0,5.199571114102657,27.035539770610743,4099.439733112536,4111.28,4111.28,4087.69,467286.68,4626.67,4626.600792079208,101.0,7.859670927932195,61.77442709538252,4626.607468080154,4643.59,4643.59,4608.72
414055.3800000001,4100.51,4099.558217821784,101.0,5.181751566708735,26.85054929908843,4099.5614926305725,4110.77,4110.77,4087.69,467235.91,4626.15,4626.098118811881,101.0,7.492318800984544,56.134841015586474,4626.1041859988245,4643.59,4643.59,4608.72
414179.48000000004,4101.03,4100.78693069307,101.0,6.054823254130639,36.66088463876115,4100.79140067228,4118.97,4118.97,4087.69,467213.35,4626.67,4625.874752475247,101.0,7.018429712677946,49.25835563180063,4625.88007669282,4641.03,4641.03,4608.72
414298.96,4101.03,4101.9699009901,101.0,7.208118703082066,51.95697523772149,4101.976234158843,4118.97,4118.97,4087.69,467280.54000000004,4626.67,4626.54,101.0,7.784827207681949,60.60353465346513,4626.546549548016,4643.59,4643.59,4608.72
414432.29000000004,4103.08,4103.29,101.0,6.7634949076891075,45.74486336633649,4103.295574165158,4118.97,4118.97,4087.69,467324.12,4627.18,4626.971485148515,101.0,7.8602999698558325,61.784315616115606,4626.978161683181,4643.59,4643.59,4608.72
414542.01999999996,4104.1,4104.376435643564,101.0,6.824079611411902,46.56806254288762,4104.382108616194,4118.97,4118.97,4087.69,467414.37,4628.21,4627.865049504951,101.0,7.487314767210692,56.05988242329129,4627.871106276824,4643.59,4643.59,4608.72
414648.68,4105.64,4105.432475247525,101.0,7.071045045222462,49.999678031565125,4105.438564696231,4118.97,4118.97,4087.69,467490.76,4628.72,4628.621386138614,101.0,7.073926609923226,50.040437682579906,4628.62679167995,4643.59,4643.59,4614.36
414750.73000000004,4106.15,4106.4428712871295,101.0,6.274470880083576,39.36898482501677,4106.447664847284,4118.97,4118.97,4090.77,467479.47,4627.69,4628.509603960396,101.0,6.990818720136135,48.87154637780583,4628.514883361617,4643.59,4643.59,4614.36
414781.5200000001,4106.67,4106.747722772278,101.0,6.721758209582896,45.18203342809507,4106.753223719282,4120.0,4120.0,4089.23,467359.4799999999,4627.18,4627.321584158415,101.0,7.994609413139545,63.91377966865942,4627.328490284433,4643.59,4643.59,4605.64
414857.92,4107.18,4107.504158415842,101.0,6.152642234841361,37.85500646995369,4107.508766443463,4120.0,4120.0,4089.23,467283.07,4626.67,4626.56504950495,101.0,8.120541198342924,65.94318935398474,4626.572176081348,4643.59,4643.59,4605.64
414883.07,4107.69,4107.753168316832,101.0,6.0633222815945595,36.76387709048105,4107.757643251858,4120.0,4120.0,4089.23,467237.43000000005,4626.15,4626.113168316832,101.0,8.134276326011237,66.16645134790689,4626.120319719943,4643.59,4643.59,4605.64
414914.85000000003,4107.69,4108.067821782179,101.0,6.037776884815496,36.45474971081231,4108.072258750068,4120.0,4120.0,4089.23,467212.29999999993,4626.15,4625.864356435643,101.0,8.205017833931366,67.32231765513178,4625.871633158383,4643.59,4643.59,4605.64
414944.08999999997,4108.21,4108.357326732673,101.0,6.402897223417009,40.99709285364124,4108.362316204705,4121.54,4121.54,4089.23,467203.58999999997,4626.15,4625.778118811881,101.0,8.215794100314042,67.49927269875502,4625.785414797306,4643.59,4643.59,4605.64
414959.49,4108.21,4108.509801980198,101.0,6.96380713846799,48.49460986177774,4108.515703703373,4127.69,4127.69,4089.23,467167.18999999994,4626.15,4625.417722772277,101.0,7.975508659552086,63.60873837859031,4625.424598766502,4648.21,4648.21,4605.64
414977.46,4108.21,4108.687722772277,101.0,6.9172042485540075,47.84771461621361,4108.693545517146,4127.69,4127.69,4089.23,467157.95999999996,4626.15,4625.326336633663,101.0,8.257497729818935,68.18626875796485,4625.3337075962145,4648.21,4648.21,4605.64
414976.45,4108.21,4108.677722772278,101.0,6.458469898365615,41.71183342809475,4108.682798834513,4127.69,4127.69,4089.23,467159.99000000005,4626.15,4625.346435643565,101.0,8.21183685438805,67.43426452308583,4625.353725282549,4648.21,4648.21,4605.64
414963.12,4108.21,4108.545742574257,101.0,6.385682522664764,40.77694128026622,4108.550705025597,4127.69,4127.69,4089.23,467206.66000000003,4626.15,4625.808514851486,101.0,8.353975088215892,69.7888997745317,4625.8160582725595,4648.21,4648.21,4605.64
414973.38,4108.21,4108.647326732674,101.0,6.5027934425607885,42.28632255661159,4108.652472744573,4127.69,4127.69,4089.23,467270.2800000001,4627.18,4626.438415841585,101.0,8.48551774211969,72.00401135182803,4626.4461976322755,4648.21,4648.21,4605.64
415018.49,4108.21,4109.09396039604,101.0,5.551487014993246,30.819008077638617,4109.097710492084,4127.69,4127.69,4100.0,467365.66,4627.69,4627.382772277228,101.0,7.6068248562515866,57.86378439368698,4627.389024596103,4648.21,4648.21,4612.82
415069.26,4108.72,4109.596633663366,101.0,5.472052898611518,29.943362925202717,4109.600276764177,4127.69,4127.69,4100.0,467404.64999999997,4627.69,4627.7688118811875,101.0,7.269362439137421,52.84363027154195,4627.774521284555,4648.21,4648.21,4612.82
415119.51000000007,4109.74,4110.094158415843,101.0,5.624974238414289,31.640335182824415,4110.098007515053,4127.69,4127.69,4100.0,467406.17999999993,4627.69,4627.783960396039,101.0,7.248148425797569,52.53565560239178,4627.789636506229,4648.21,4648.21,4612.82
415201.06,4110.26,4110.901584158416,101.0,5.763919824899283,33.22277174786698,4110.905624969749,4127.69,4127.69,4100.0,467428.2200000001,4627.69,4628.002178217823,101.0,7.107168547341291,50.511844760317324,4628.007635412204,4648.21,4648.21,4612.82
415308.76,4111.79,4111.967920792079,101.0,6.5371818975795755,42.734747162042105,4111.97311717505,4131.79,4131.79,4100.0,467413.35,4627.18,4627.85495049505,101.0,7.221156571164456,52.14510222527161,4627.86058432228,4648.21,4648.21,4612.82
415331.82,4111.79,4112.1962376237625,101.0,6.55914415020269,43.02237198313817,4112.201468690342,4131.79,4131.79,4100.0,467318.99,4626.67,4626.920693069307,101.0,6.652032557302843,44.249537143417,4626.925474814793,4645.13,4645.13,4612.82
415416.92,4112.82,4113.038811881188,101.0,6.5391938351845535,42.761056014115674,4113.044010109426,4131.79,4131.79,4100.51,467249.25,4625.64,4626.230198019802,101.0,6.366260848293187,40.5292771885107,4626.234578396076,4645.13,4645.13,4607.69
415449.23000000004,4113.33,4113.358712871288,101.0,6.4979662718447395,42.223565670031824,4113.363845360607,4131.79,4131.79,4100.51,467073.37000000005,4624.1,4624.488811881189,101.0,7.580157563493192,57.45878868738305,4624.4950243245985,4645.13,4645.13,4604.1
415388.71,4112.82,4112.759504950495,101.0,6.942823829337908,48.2028027252223,4112.765365099663,4131.79,4131.79,4100.51,466859.00999999995,4623.08,4622.366435643564,101.0,8.282579306510137,68.60111996862993,4622.373856200314,4645.13,4645.13,4601.03
415361.00999999995,4112.82,4112.485247524752,101.0,7.05014480492521,49.704541770413925,4112.491290647373,4131.79,4131.79,4100.51,466679.5,4621.54,4620.589108910891,101.0,8.0096940151207,64.15519821586038,4620.596051223712,4636.41,4636.41,4601.03
415330.78,4112.31,4112.1859405940595,101.0,7.284080047273248,53.05782213508424,4112.192391880709,4131.79,4131.79,4100.51,466528.22,4620.0,4619.091287128713,101.0,8.144183694285728,66.32772804626953,4619.098466860869,4636.41,4636.41,4601.03
415369.23999999993,4113.33,4112.566732673266,101.0,7.230078277503841,52.27403189883291,4112.573088070627,4131.79,4131.79,4100.51,466582.55999999994,4620.0,4619.629306930692,101.0,8.448200729105478,71.37209555925834,4619.637031796818,4636.41,4636.41,4601.03
415365.1499999999,4112.31,4112.5262376237615,101.0,7.226715542187396,52.22541752769286,4112.532587173187,4131.79,4131.79,4100.51,466552.29000000004,4620.51,4619.3296039603965,101.0,8.56322622657539,73.3288434075086,4619.337541127333,4636.41,4636.41,4601.03
415334.89,4111.79,4112.226633663367,101.0,7.174312714483735,51.470762925202976,4112.23289191812,4131.79,4131.79,4100.51,466428.7099999999,4618.97,4618.106039603959,101.0,8.219328352894099,67.55735857268883,4618.113353999136,4636.41,4636.41,4601.03
415278.46,4111.28,4111.66792079208,101.0,6.68506141871139,44.69004617194355,4111.673355328318,4131.79,4131.79,4100.51,466332.28,4615.38,4617.151287128713,101.0,7.97001890296357,63.52120131359663,4617.158165953993,4636.41,4636.41,4601.03
415230.26,4110.77,4111.190693069307,101.0,5.781748212343882,33.42861239094168,4111.194758630644,4121.54,4121.54,4100.51,466218.94000000006,4613.85,4616.029108910891,101.0,7.462321075886751,55.6862358396236,4616.035140740212,4629.74,4629.74,4601.03
415147.70999999996,4110.26,4110.373366336633,101.0,5.64810794171309,31.90112332124248,4110.377246897524,4121.54,4121.54,4100.0,466114.8299999999,4613.85,4614.998316831682,101.0,8.037438642952221,64.60041993922164,4615.005315791002,4629.74,4629.74,4592.31
415143.58,4110.26,4110.332475247525,101.0,5.775287984065531,33.35395129889171,4110.336532575616,4122.05,4122.05,4098.97,466098.96,4613.85,4614.841188118812,101.0,8.612167226136997,74.1694243309482,4614.849224078959,4629.74,4629.74,4592.31
415293.8400000001,4111.28,4111.820198019803,101.0,6.272645308696236,39.346079168708904,4111.824982525736,4128.72,4128.72,4098.97,466164.63000000006,4614.36,4615.491386138615,101.0,8.645648138918574,74.7472317419862,4615.4994835609605,4629.74,4629.74,4592.31
415388.72000000003,4113.33,4112.759603960396,101.0,6.256469272996136,39.14340776394479,4112.764362734174,4128.72,4128.72,4098.97,466096.94000000006,4613.33,4614.821188118813,101.0,8.86833283662973,78.6473273012451,4614.829709278299,4629.74,4629.74,4592.31
415418.97000000003,4113.33,4113.059108910891,101.0,5.941701276355556,35.30381405744525,4113.063400582213,4128.72,4128.72,4098.97,466067.72,4613.85,4614.531881188119,101.0,9.100680500382499,82.82238557004224,4614.5408552625395,4629.74,4629.74,4592.31
417596.43000000005,4112.31,4134.618118811882,101.0,221.64971363366766,49128.59555388688,4140.55498501848,6350.26,6350.26,4098.97,466577.45999999996,4611.28,4619.578811881188,101.0,74.6987304263014,5579.900327301245,4620.182712784085,5361.54,5361.54,4592.31
417530.27999999997,4110.77,4133.963168316832,101.0,221.7198902010234,49159.709710753865,4139.904731598408,6350.26,6350.26,4098.97,466316.94999999995,4609.74,4616.999504950494,101.0,75.01228499222594,5626.842899754925,4617.608826179722,5361.54,5361.54,4587.18
417462.58,4110.77,4133.292871287129,101.0,221.8000120808889,49195.245359082466,4139.23968926566,6350.26,6350.26,4096.92,466154.39,4608.72,4615.39,101.0,75.23372001784021,5660.112627722771,4616.0031374261125,5361.54,5361.54,4581.54
417351.81000000006,4109.74,4132.196138613862,101.0,221.92146027064186,49249.134528654075,4138.151043945105,6350.26,6350.26,4094.87,466009.2900000001,4606.15,4613.953366336635,101.0,75.41058227703088,5686.755919360845,4614.569581515541,5361.54,5361.54,4581.54
417244.12999999995,4107.69,4131.129999999999,101.0,222.0292852194267,49297.003495049525,4137.092225270673,6350.26,6350.26,4094.87,465848.7900000001,4604.1,4612.364257425744,101.0,75.61386364248048,5717.456374943631,4612.984012497059,5361.54,5361.54,4581.54
417168.73000000004,4106.67,4130.383465346535,101.0,222.10722770518404,49331.62059888248,4136.350951189578,6350.26,6350.26,4094.87,465727.24,4603.08,4611.160792079208,101.0,75.634988114598,5720.651427095381,4611.781055279581,5361.54,5361.54,4581.54
417059.5300000001,4105.64,4129.302277227724,101.0,222.21873461885778,49381.166015606344,4135.277313885208,6350.26,6350.26,4092.31,465639.52,4603.08,4610.292277227723,101.0,75.6444406270846,5722.081397784529,4610.9128123250575,5361.54,5361.54,4581.54
416834.92,4104.62,4127.078415841584,101.0,222.4137720009898,49467.88597570828,4133.067158477005,6350.26,6350.26,4092.31,465411.79000000004,4601.03,4608.037524752475,101.0,75.76368555138137,5740.1360483285935,4608.660322216777,5361.54,5361.54,4581.54
416741.5900000001,4103.59,4126.154356435644,101.0,222.48235919573196,49498.4001532987,4132.148130607872,6350.26,6350.26,4092.31,465436.41000000003,4601.03,4608.281287128713,101.0,75.79596676308853,5745.02857755122,4608.904582422836,5361.54,5361.54,4581.54
416660.54999999993,4103.08,4125.351980198019,101.0,222.55574300964216,49531.058746573886,4131.3508709948965,6350.26,6350.26,4092.31,465332.3,4598.97,4607.250495049505,101.0,75.91702799345406,5763.395139358886,4607.875922729828,5361.54,5361.54,4581.54
414340.0299999999,4101.54,4102.376534653465,101.0,5.562837874601093,30.945165219096406,4102.38030626618,4116.92,4116.92,4091.79,464552.8,4598.97,4599.532673267327,101.0,8.701351424693646,75.71351661601814,4599.540903826195,4623.08,4623.08,4581.54
414184.12000000005,4101.03,4100.832871287129,101.0,6.2679024136150465,39.28660066660132,4100.8376613601395,4116.92,4116.92,4087.69,464625.61,4601.03,4600.253564356435,101.0,8.854247130380905,78.3976922458585,4600.262085367131,4623.08,4623.08,4581.54
414080.01999999996,4099.49,4099.802178217821,101.0,6.143868649966444,37.74712198804049,4099.806781744914,4116.92,4116.92,4087.69,464600.98000000004,4598.97,4600.009702970297,101.0,8.924044110049568,79.63856327811038,4600.018359309466,4623.08,4623.08,4581.54
413965.14,4098.46,4098.664752475248,101.0,6.329845163210298,40.06693979021681,4098.669640276315,4115.9,4115.9,4084.62,464527.63,4598.46,4599.283465346534,101.0,9.06679071843877,82.20669393196745,4599.292402240149,4620.51,4620.51,4573.85
413897.9499999999,4098.46,4097.999504950494,101.0,6.05247439396314,36.63244628957948,4098.003974500365,4115.9,4115.9,4084.62,464581.96,4598.97,4599.821386138614,101.0,8.88539017008592,78.95015847465949,4599.829968002799,4620.51,4620.51,4573.85
413826.16000000003,4097.44,4097.288712871287,101.0,6.000569224379236,36.00683101656722,4097.293106851578,4115.9,4115.9,4084.62,464662.98999999993,4601.03,4600.623663366336,101.0,9.343448355602252,87.30002717380644,4600.633151203589,4620.51,4620.51,4573.85
413810.76000000007,4096.92,4097.136237623763,101.0,6.003985285614197,36.04783930987179,4097.140636772078,4115.9,4115.9,4084.62,464743.52,4601.54,4601.42099009901,101.0,9.916058134192955,98.32820892069428,4601.431674634828,4620.51,4620.51,4573.85
413816.37999999995,4097.44,4097.191881188119,101.0,5.985339632847705,35.824290520537495,4097.1962529959865,4115.9,4115.9,4084.62,464996.33999999997,4605.64,4603.924158415842,101.0,10.574683130081839,111.82392330163744,4603.936302813964,4626.67,4626.67,4573.85
413763.56,4096.92,4096.668910891089,101.0,5.318701341714627,28.288583962356974,4096.672363522075,4109.23,4109.23,4084.62,465066.6,4605.64,4604.619801980198,101.0,10.945203477720701,119.79747916870934,4604.632810362551,4627.18,4627.18,4573.85
413732.78,4096.41,4096.364158415842,101.0,5.277888917024437,27.85611142044938,4096.367558516367,4108.72,4108.72,4084.62,465217.3900000001,4607.18,4606.112772277228,101.0,10.805435936593497,116.7574457798262,4606.125446444244,4627.18,4627.18,4573.85
413663.54999999993,4095.9,4095.6787128712863,101.0,5.063458619835367,25.63861319478508,4095.6818428291276,4108.21,4108.21,4084.62,465233.31,4607.18,4606.270396039604,101.0,10.727803971968132,115.08577806097523,4606.28288831775,4627.18,4627.18,4573.85
413699.44,4096.41,4096.034059405941,101.0,4.955182141544053,24.553830055877107,4096.037056673629,4108.21,4108.21,4084.62,465363.07,4609.23,4607.555148514852,101.0,11.053551251745922,122.18099527497384,4607.568407262229,4627.18,4627.18,4573.85
413645.6,4096.41,4095.50099009901,101.0,5.474735222125127,29.972725752377464,4095.5046493231725,4108.21,4108.21,4082.05,465502.57,4610.26,4608.936336633664,101.0,10.662506506238994,113.68904499558887,4608.948670161898,4627.18,4627.18,4573.85
413581.5,4095.38,4094.866336633663,101.0,5.921116051270948,35.05961529261847,4094.8706175544653,4108.21,4108.21,4081.03,465678.9899999999,4610.77,4610.68306930693,101.0,8.64911232697908,74.8071440447015,4610.691181670881,4627.18,4627.18,4588.72
413479.9800000001,4093.85,4093.861188118813,101.0,6.4706706597070385,41.869578786393525,4093.8663018184116,4108.21,4108.21,4077.95,465714.39,4611.79,4611.033564356436,101.0,8.589621251019008,73.78159323595735,4611.041564897768,4627.18,4627.18,4590.77
413406.14000000013,4092.82,4093.130099009902,101.0,6.401793296877016,40.98295741593949,4093.1351053169765,4108.21,4108.21,4077.95,465677.45999999996,4611.79,4610.667920792079,101.0,9.154040964182128,83.79646597392446,4610.677008020311,4627.18,4627.18,4589.23
413387.14999999997,4091.79,4092.9420792079204,101.0,6.396901371917725,40.92034716204287,4092.9470780964193,4108.21,4108.21,4077.95,465673.86000000004,4611.79,4610.6322772277235,101.0,9.139565481491541,83.53165719047172,4610.641335809074,4627.18,4627.18,4589.23
413317.94,4091.28,4092.2568316831685,101.0,6.182695097984336,38.22571867463954,4092.2615021741017,4108.21,4108.21,4077.95,465586.17,4610.77,4609.76405940594,101.0,8.803655201526357,77.5043449073621,4609.772465939685,4627.18,4627.18,4589.23
413146.6700000001,4089.74,4090.561089108912,101.0,6.3265563030313565,40.02531465542578,4090.5659815050694,4106.15,4106.15,4075.9,465513.8500000001,4609.74,4609.048019801981,101.0,8.40016254201556,70.56273073228131,4609.055674600958,4625.13,4625.13,4589.23
