O1,O2,id
4091.79,4631.28,119
4087.69,4635.9,119
4084.1,4631.79,119
4085.13,4629.23,119
4082.05,4626.15,119
4080.51,4616.92,119
4085.13,4614.87,119
4082.56,4620.51,119
4078.46,4624.1,119
4076.41,4624.1,119
4075.38,4620.0,119
4076.41,4612.31,119
4080.51,4610.77,119
4085.13,4618.46,119
4082.05,4619.49,119
4078.46,4614.36,119
4084.62,4620.0,119
4089.74,4616.41,129
4087.69,4614.87,129
4085.64,4607.18,129
4086.67,4611.79,129
4092.31,4625.64,129
4100.51,4633.33,129
4097.95,4628.21,129
4082.05,4614.87,129
4077.44,4607.69,129
4085.64,4609.23,129
4087.69,4611.79,129
4088.72,4618.46,129
4094.36,4625.64,129
4094.87,4620.0,129
4088.21,4615.9,129
4087.18,4624.62,129
4094.87,4627.69,129
4097.95,4621.54,129
4092.82,4621.54,129
4087.18,4622.05,129
4089.23,4616.41,129
4092.82,4612.31,129
4092.31,4609.74,129
4096.92,4614.36,129
4102.05,4622.56,129
4095.9,4620.0,129
4085.64,4613.33,129
4088.72,4616.41,129
4099.49,4626.15,129
4100.51,4632.31,129
4100.51,4632.31,129
4099.49,4629.23,129
4095.9,4629.74,129
4094.87,4631.79,129
4088.21,4619.49,129
4082.05,4606.15,129
4087.69,4612.82,129
4091.28,4623.08,129
4085.64,4614.87,129
4086.67,4612.31,129
4100.0,4630.26,129
4109.74,4638.46,129
4108.72,4628.72,129
4105.13,4628.21,129
4103.08,4629.23,129
4095.38,4612.82,129
4086.15,4598.46,129
4082.56,4596.92,129
4080.51,4592.82,129
4081.03,4597.95,129
4088.21,4617.95,129
4091.79,4625.64,129
4090.26,4620.0,129
4093.85,4625.13,129
4099.49,4632.82,129
4095.38,4625.13,129
4090.26,4611.79,129
4093.85,4607.18,129
4097.95,4613.85,129
4096.92,4622.05,129
4094.87,4623.59,129
4094.36,4625.13,129
4088.72,4628.72,129
4083.08,4625.64,129
4089.23,4621.03,129
4097.44,4620.51,129
4096.41,4619.49,129
4088.72,4612.82,129
4084.1,4608.72,129
4083.08,4613.85,129
4084.62,4618.97,129
4086.67,4622.05,129
4086.15,4623.59,129
4089.23,4624.1,129
4091.79,4631.28,129
4087.69,4635.9,129
4084.1,4631.79,129
4085.13,4629.23,129
4082.05,4626.15,129
4080.51,4616.92,129
4085.13,4614.87,129
4082.56,4620.51,129
4078.46,4624.1,129
4076.41,4624.1,129
4075.38,4620.0,129
4076.41,4612.31,129
4080.51,4610.77,129
4085.13,4618.46,129
4082.05,4619.49,129
4078.46,4614.36,129
4084.62,4620.0,129
4093.33,4629.23,129
4092.82,4629.74,129
4088.72,4628.72,129
4087.18,4624.62,129
4085.13,4618.97,129
4088.21,4620.0,129
4089.74,4620.51,129
4087.18,4618.97,129
4086.67,4625.64,129
4085.13,4627.18,129
4087.69,4611.79,139
4088.72,4618.46,139
4094.36,4625.64,139
4094.87,4620.0,139
4088.21,4615.9,139
4087.18,4624.62,139
4094.87,4627.69,139
4097.95,4621.54,139
4092.82,4621.54,139
4087.18,4622.05,139
4089.23,4616.41,139
4092.82,4612.31,139
4092.31,4609.74,139
4096.92,4614.36,139
4102.05,4622.56,139
4095.9,4620.0,139
4085.64,4613.33,139
4088.72,4616.41,139
4099.49,4626.15,139
4100.51,4632.31,139
4100.51,4632.31,139
4099.49,4629.23,139
4095.9,4629.74,139
4094.87,4631.79,139
4088.21,4619.49,139
4082.05,4606.15,139
4087.69,4612.82,139
4091.28,4623.08,139
4085.64,4614.87,139
4086.67,4612.31,139
4100.0,4630.26,139
4109.74,4638.46,139
4108.72,4628.72,139
4105.13,4628.21,139
4103.08,4629.23,139
4095.38,4612.82,139
4086.15,4598.46,139
4082.56,4596.92,139
4080.51,4592.82,139
4081.03,4597.95,139
4088.21,4617.95,139
4091.79,4625.64,139
4090.26,4620.0,139
4093.85,4625.13,139
4099.49,4632.82,139
4095.38,4625.13,139
4090.26,4611.79,139
4093.85,4607.18,139
4097.95,4613.85,139
4096.92,4622.05,139
4094.87,4623.59,139
4094.36,4625.13,139
4088.72,4628.72,139
4083.08,4625.64,139
4089.23,4621.03,139
4097.44,4620.51,139
4096.41,4619.49,139
4088.72,4612.82,139
4084.1,4608.72,139
4083.08,4613.85,139
4084.62,4618.97,139
4086.67,4622.05,139
4086.15,4623.59,139
4089.23,4624.1,139
4091.79,4631.28,139
4087.69,4635.9,139
4084.1,4631.79,139
4085.13,4629.23,139
4082.05,4626.15,139
4080.51,4616.92,139
4085.13,4614.87,139
4082.56,4620.51,139
4078.46,4624.1,139
4076.41,4624.1,139
4075.38,4620.0,139
4076.41,4612.31,139
4080.51,4610.77,139
4085.13,4618.46,139
4082.05,4619.49,139
4078.46,4614.36,139
4084.62,4620.0,139
4093.33,4629.23,139
4092.82,4629.74,139
4088.72,4628.72,139
4087.18,4624.62,139
4085.13,4618.97,139
4088.21,4620.0,139
4089.74,4620.51,139
4087.18,4618.97,139
4086.67,4625.64,139
4085.13,4627.18,139
4078.97,4618.97,139
4074.87,4618.46,139
4079.49,4623.59,139
4084.62,4622.05,139
4084.1,4614.36,139
4077.95,4607.18,139
4073.33,4605.64,139
4078.46,4613.33,139
4087.69,4629.74,139
4091.28,4640.0,139
4089.23,4616.41,149
4092.82,4612.31,149
4092.31,4609.74,149
4096.92,4614.36,149
4102.05,4622.56,149
4095.9,4620.0,149
4085.64,4613.33,149
4088.72,4616.41,149
4099.49,4626.15,149
4100.51,4632.31,149
4100.51,4632.31,149
4099.49,4629.23,149
4095.9,4629.74,149
4094.87,4631.79,149
4088.21,4619.49,149
4082.05,4606.15,149
4087.69,4612.82,149
4091.28,4623.08,149
4085.64,4614.87,149
4086.67,4612.31,149
4100.0,4630.26,149
4109.74,4638.46,149
4108.72,4628.72,149
4105.13,4628.21,149
4103.08,4629.23,149
4095.38,4612.82,149
4086.15,4598.46,149
4082.56,4596.92,149
4080.51,4592.82,149
4081.03,4597.95,149
4088.21,4617.95,149
4091.79,4625.64,149
4090.26,4620.0,149
4093.85,4625.13,149
4099.49,4632.82,149
4095.38,4625.13,149
4090.26,4611.79,149
4093.85,4607.18,149
4097.95,4613.85,149
4096.92,4622.05,149
4094.87,4623.59,149
4094.36,4625.13,149
4088.72,4628.72,149
4083.08,4625.64,149
4089.23,4621.03,149
4097.44,4620.51,149
4096.41,4619.49,149
4088.72,4612.82,149
4084.1,4608.72,149
4083.08,4613.85,149
4084.62,4618.97,149
4086.67,4622.05,149
4086.15,4623.59,149
4089.23,4624.1,149
4091.79,4631.28,149
4087.69,4635.9,149
4084.1,4631.79,149
4085.13,4629.23,149
4082.05,4626.15,149
4080.51,4616.92,149
4085.13,4614.87,149
4082.56,4620.51,149
4078.46,4624.1,149
4076.41,4624.1,149
4075.38,4620.0,149
4076.41,4612.31,149
4080.51,4610.77,149
4085.13,4618.46,149
4082.05,4619.49,149
4078.46,4614.36,149
4084.62,4620.0,149
4093.33,4629.23,149
4092.82,4629.74,149
4088.72,4628.72,149
4087.18,4624.62,149
4085.13,4618.97,149
4088.21,4620.0,149
4089.74,4620.51,149
4087.18,4618.97,149
4086.67,4625.64,149
4085.13,4627.18,149
4078.97,4618.97,149
4074.87,4618.46,149
4079.49,4623.59,149
4084.62,4622.05,149
4084.1,4614.36,149
4077.95,4607.18,149
4073.33,4605.64,149
4078.46,4613.33,149
4087.69,4629.74,149
4091.28,4640.0,149
4083.59,4629.23,149
4073.33,4611.28,149
4069.74,4607.69,149
4069.23,4610.77,149
4065.64,4609.23,149
4065.13,4611.28,149
4076.92,4618.97,149
4081.03,4620.0,149
4072.31,4611.79,149
4072.31,4610.77,149
4100.51,4632.31,159
4099.49,4629.23,159
4095.9,4629.74,159
4094.87,4631.79,159
4088.21,4619.49,159
4082.05,4606.15,159
4087.69,4612.82,159
4091.28,4623.08,159
4085.64,4614.87,159
4086.67,4612.31,159
4100.0,4630.26,159
4109.74,4638.46,159
4108.72,4628.72,159
4105.13,4628.21,159
4103.08,4629.23,159
4095.38,4612.82,159
4086.15,4598.46,159
4082.56,4596.92,159
4080.51,4592.82,159
4081.03,4597.95,159
4088.21,4617.95,159
4091.79,4625.64,159
4090.26,4620.0,159
4093.85,4625.13,159
4099.49,4632.82,159
4095.38,4625.13,159
4090.26,4611.79,159
4093.85,4607.18,159
4097.95,4613.85,159
4096.92,4622.05,159
4094.87,4623.59,159
4094.36,4625.13,159
4088.72,4628.72,159
4083.08,4625.64,159
4089.23,4621.03,159
4097.44,4620.51,159
4096.41,4619.49,159
4088.72,4612.82,159
4084.1,4608.72,159
4083.08,4613.85,159
4084.62,4618.97,159
4086.67,4622.05,159
4086.15,4623.59,159
4089.23,4624.1,159
4091.79,4631.28,159
4087.69,4635.9,159
4084.1,4631.79,159
4085.13,4629.23,159
4082.05,4626.15,159
4080.51,4616.92,159
4085.13,4614.87,159
4082.56,4620.51,159
4078.46,4624.1,159
4076.41,4624.1,159
4075.38,4620.0,159
4076.41,4612.31,159
4080.51,4610.77,159
4085.13,4618.46,159
4082.05,4619.49,159
4078.46,4614.36,159
4084.62,4620.0,159
4093.33,4629.23,159
4092.82,4629.74,159
4088.72,4628.72,159
4087.18,4624.62,159
4085.13,4618.97,159
4088.21,4620.0,159
4089.74,4620.51,159
4087.18,4618.97,159
4086.67,4625.64,159
4085.13,4627.18,159
4078.97,4618.97,159
4074.87,4618.46,159
4079.49,4623.59,159
4084.62,4622.05,159
4084.1,4614.36,159
4077.95,4607.18,159
4073.33,4605.64,159
4078.46,4613.33,159
4087.69,4629.74,159
4091.28,4640.0,159
4083.59,4629.23,159
4073.33,4611.28,159
4069.74,4607.69,159
4069.23,4610.77,159
4065.64,4609.23,159
4065.13,4611.28,159
4076.92,4618.97,159
4081.03,4620.0,159
4072.31,4611.79,159
4072.31,4610.77,159
4077.95,4618.97,159
4070.26,4615.9,159
4056.92,4599.49,159
4053.33,4598.97,159
4057.44,4611.28,159
4062.56,4604.62,159
4069.74,4592.82,159
4073.33,4597.95,159
4067.18,4600.0,159
4062.56,4597.95,159
4100.0,4630.26,169
4109.74,4638.46,169
4108.72,4628.72,169
4105.13,4628.21,169
4103.08,4629.23,169
4095.38,4612.82,169
4086.15,4598.46,169
4082.56,4596.92,169
4080.51,4592.82,169
4081.03,4597.95,169
4088.21,4617.95,169
4091.79,4625.64,169
4090.26,4620.0,169
4093.85,4625.13,169
4099.49,4632.82,169
4095.38,4625.13,169
4090.26,4611.79,169
4093.85,4607.18,169
4097.95,4613.85,169
4096.92,4622.05,169
4094.87,4623.59,169
4094.36,4625.13,169
4088.72,4628.72,169
4083.08,4625.64,169
4089.23,4621.03,169
4097.44,4620.51,169
4096.41,4619.49,169
4088.72,4612.82,169
4084.1,4608.72,169
4083.08,4613.85,169
4084.62,4618.97,169
4086.67,4622.05,169
4086.15,4623.59,169
4089.23,4624.1,169
4091.79,4631.28,169
4087.69,4635.9,169
4084.1,4631.79,169
4085.13,4629.23,169
4082.05,4626.15,169
4080.51,4616.92,169
4085.13,4614.87,169
4082.56,4620.51,169
4078.46,4624.1,169
4076.41,4624.1,169
4075.38,4620.0,169
4076.41,4612.31,169
4080.51,4610.77,169
4085.13,4618.46,169
4082.05,4619.49,169
4078.46,4614.36,169
4084.62,4620.0,169
4093.33,4629.23,169
4092.82,4629.74,169
4088.72,4628.72,169
4087.18,4624.62,169
4085.13,4618.97,169
4088.21,4620.0,169
4089.74,4620.51,169
4087.18,4618.97,169
4086.67,4625.64,169
4085.13,4627.18,169
4078.97,4618.97,169
4074.87,4618.46,169
4079.49,4623.59,169
4084.62,4622.05,169
4084.1,4614.36,169
4077.95,4607.18,169
4073.33,4605.64,169
4078.46,4613.33,169
4087.69,4629.74,169
4091.28,4640.0,169
4083.59,4629.23,169
4073.33,4611.28,169
4069.74,4607.69,169
4069.23,4610.77,169
4065.64,4609.23,169
4065.13,4611.28,169
4076.92,4618.97,169
4081.03,4620.0,169
4072.31,4611.79,169
4072.31,4610.77,169
4077.95,4618.97,169
4070.26,4615.9,169
4056.92,4599.49,169
4053.33,4598.97,169
4057.44,4611.28,169
4062.56,4604.62,169
4069.74,4592.82,169
4073.33,4597.95,169
4067.18,4600.0,169
4062.56,4597.95,169
4070.26,4611.28,169
4073.85,4623.08,169
4068.72,4618.97,169
4070.26,4613.33,169
4076.41,4603.59,169
4073.85,4593.33,169
4069.74,4591.28,169
4071.28,4589.23,169
4070.77,4584.62,169
4068.72,4588.72,169
4088.21,4617.95,179
4091.79,4625.64,179
4090.26,4620.0,179
4093.85,4625.13,179
4099.49,4632.82,179
4095.38,4625.13,179
4090.26,4611.79,179
4093.85,4607.18,179
4097.95,4613.85,179
4096.92,4622.05,179
4094.87,4623.59,179
4094.36,4625.13,179
4088.72,4628.72,179
4083.08,4625.64,179
4089.23,4621.03,179
4097.44,4620.51,179
4096.41,4619.49,179
4088.72,4612.82,179
4084.1,4608.72,179
4083.08,4613.85,179
4084.62,4618.97,179
4086.67,4622.05,179
4086.15,4623.59,179
4089.23,4624.1,179
4091.79,4631.28,179
4087.69,4635.9,179
4084.1,4631.79,179
4085.13,4629.23,179
4082.05,4626.15,179
4080.51,4616.92,179
4085.13,4614.87,179
4082.56,4620.51,179
4078.46,4624.1,179
4076.41,4624.1,179
4075.38,4620.0,179
4076.41,4612.31,179
4080.51,4610.77,179
4085.13,4618.46,179
4082.05,4619.49,179
4078.46,4614.36,179
4084.62,4620.0,179
4093.33,4629.23,179
4092.82,4629.74,179
4088.72,4628.72,179
4087.18,4624.62,179
4085.13,4618.97,179
4088.21,4620.0,179
4089.74,4620.51,179
4087.18,4618.97,179
4086.67,4625.64,179
4085.13,4627.18,179
4078.97,4618.97,179
4074.87,4618.46,179
4079.49,4623.59,179
4084.62,4622.05,179
4084.1,4614.36,179
4077.95,4607.18,179
4073.33,4605.64,179
4078.46,4613.33,179
4087.69,4629.74,179
4091.28,4640.0,179
4083.59,4629.23,179
4073.33,4611.28,179
4069.74,4607.69,179
4069.23,4610.77,179
4065.64,4609.23,179
4065.13,4611.28,179
4076.92,4618.97,179
4081.03,4620.0,179
4072.31,4611.79,179
4072.31,4610.77,179
4077.95,4618.97,179
4070.26,4615.9,179
4056.92,4599.49,179
4053.33,4598.97,179
4057.44,4611.28,179
4062.56,4604.62,179
4069.74,4592.82,179
4073.33,4597.95,179
4067.18,4600.0,179
4062.56,4597.95,179
4070.26,4611.28,179
4073.85,4623.08,179
4068.72,4618.97,179
4070.26,4613.33,179
4076.41,4603.59,179
4073.85,4593.33,179
4069.74,4591.28,179
4071.28,4589.23,179
4070.77,4584.62,179
4068.72,4588.72,179
4073.85,4596.92,179
4077.44,4594.87,179
4074.36,4593.33,179
4070.77,4595.38,179
4068.21,4587.69,179
4066.67,4581.03,179
4070.26,4591.28,179
4076.92,4601.54,179
4077.95,4598.46,179
4075.9,4605.13,179
4094.87,4623.59,189
4094.36,4625.13,189
4088.72,4628.72,189
4083.08,4625.64,189
4089.23,4621.03,189
4097.44,4620.51,189
4096.41,4619.49,189
4088.72,4612.82,189
4084.1,4608.72,189
4083.08,4613.85,189
4084.62,4618.97,189
4086.67,4622.05,189
4086.15,4623.59,189
4089.23,4624.1,189
4091.79,4631.28,189
4087.69,4635.9,189
4084.1,4631.79,189
4085.13,4629.23,189
4082.05,4626.15,189
4080.51,4616.92,189
4085.13,4614.87,189
4082.56,4620.51,189
4078.46,4624.1,189
4076.41,4624.1,189
4075.38,4620.0,189
4076.41,4612.31,189
4080.51,4610.77,189
4085.13,4618.46,189
4082.05,4619.49,189
4078.46,4614.36,189
4084.62,4620.0,189
4093.33,4629.23,189
4092.82,4629.74,189
4088.72,4628.72,189
4087.18,4624.62,189
4085.13,4618.97,189
4088.21,4620.0,189
4089.74,4620.51,189
4087.18,4618.97,189
4086.67,4625.64,189
4085.13,4627.18,189
4078.97,4618.97,189
4074.87,4618.46,189
4079.49,4623.59,189
4084.62,4622.05,189
4084.1,4614.36,189
4077.95,4607.18,189
4073.33,4605.64,189
4078.46,4613.33,189
4087.69,4629.74,189
4091.28,4640.0,189
4083.59,4629.23,189
4073.33,4611.28,189
4069.74,4607.69,189
4069.23,4610.77,189
4065.64,4609.23,189
4065.13,4611.28,189
4076.92,4618.97,189
4081.03,4620.0,189
4072.31,4611.79,189
4072.31,4610.77,189
4077.95,4618.97,189
4070.26,4615.9,189
4056.92,4599.49,189
4053.33,4598.97,189
4057.44,4611.28,189
4062.56,4604.62,189
4069.74,4592.82,189
4073.33,4597.95,189
4067.18,4600.0,189
4062.56,4597.95,189
4070.26,4611.28,189
4073.85,4623.08,189
4068.72,4618.97,189
4070.26,4613.33,189
4076.41,4603.59,189
4073.85,4593.33,189
4069.74,4591.28,189
4071.28,4589.23,189
4070.77,4584.62,189
4068.72,4588.72,189
4073.85,4596.92,189
4077.44,4594.87,189
4074.36,4593.33,189
4070.77,4595.38,189
4068.21,4587.69,189
4066.67,4581.03,189
4070.26,4591.28,189
4076.92,4601.54,189
4077.95,4598.46,189
4075.9,4605.13,189
4072.82,4618.97,189
4067.69,4614.87,189
4066.15,4608.72,189
4069.23,4613.85,189
4070.77,4612.82,189
4070.26,4605.13,189
4073.85,4607.18,189
4078.46,4620.0,189
4077.44,4628.72,189
4070.77,4628.21,189
4084.62,4618.97,199
4086.67,4622.05,199
4086.15,4623.59,199
4089.23,4624.1,199
4091.79,4631.28,199
4087.69,4635.9,199
4084.1,4631.79,199
4085.13,4629.23,199
4082.05,4626.15,199
4080.51,4616.92,199
4085.13,4614.87,199
4082.56,4620.51,199
4078.46,4624.1,199
4076.41,4624.1,199
4075.38,4620.0,199
4076.41,4612.31,199
4080.51,4610.77,199
4085.13,4618.46,199
4082.05,4619.49,199
4078.46,4614.36,199
4084.62,4620.0,199
4093.33,4629.23,199
4092.82,4629.74,199
4088.72,4628.72,199
4087.18,4624.62,199
4085.13,4618.97,199
4088.21,4620.0,199
4089.74,4620.51,199
4087.18,4618.97,199
4086.67,4625.64,199
4085.13,4627.18,199
4078.97,4618.97,199
4074.87,4618.46,199
4079.49,4623.59,199
4084.62,4622.05,199
4084.1,4614.36,199
4077.95,4607.18,199
4073.33,4605.64,199
4078.46,4613.33,199
4087.69,4629.74,199
4091.28,4640.0,199
4083.59,4629.23,199
4073.33,4611.28,199
4069.74,4607.69,199
4069.23,4610.77,199
4065.64,4609.23,199
4065.13,4611.28,199
4076.92,4618.97,199
4081.03,4620.0,199
4072.31,4611.79,199
4072.31,4610.77,199
4077.95,4618.97,199
4070.26,4615.9,199
4056.92,4599.49,199
4053.33,4598.97,199
4057.44,4611.28,199
4062.56,4604.62,199
4069.74,4592.82,199
4073.33,4597.95,199
4067.18,4600.0,199
4062.56,4597.95,199
4070.26,4611.28,199
4073.85,4623.08,199
4068.72,4618.97,199
4070.26,4613.33,199
4076.41,4603.59,199
4073.85,4593.33,199
4069.74,4591.28,199
4071.28,4589.23,199
4070.77,4584.62,199
4068.72,4588.72,199
4073.85,4596.92,199
4077.44,4594.87,199
4074.36,4593.33,199
4070.77,4595.38,199
4068.21,4587.69,199
4066.67,4581.03,199
4070.26,4591.28,199
4076.92,4601.54,199
4077.95,4598.46,199
4075.9,4605.13,199
4072.82,4618.97,199
4067.69,4614.87,199
4066.15,4608.72,199
4069.23,4613.85,199
4070.77,4612.82,199
4070.26,4605.13,199
4073.85,4607.18,199
4078.46,4620.0,199
4077.44,4628.72,199
4070.77,4628.21,199
4063.59,4621.03,199
4061.03,4608.21,199
4063.59,4594.87,199
4069.74,4588.72,199
4072.82,4595.9,199
4073.33,4617.95,199
4078.46,4637.95,199
4085.13,4637.95,199
4086.15,4634.87,199
4080.51,4637.44,199
4085.13,4614.87,209
4082.56,4620.51,209
4078.46,4624.1,209
4076.41,4624.1,209
4075.38,4620.0,209
4076.41,4612.31,209
4080.51,4610.77,209
4085.13,4618.46,209
4082.05,4619.49,209
4078.46,4614.36,209
4084.62,4620.0,209
4093.33,4629.23,209
4092.82,4629.74,209
4088.72,4628.72,209
4087.18,4624.62,209
4085.13,4618.97,209
4088.21,4620.0,209
4089.74,4620.51,209
4087.18,4618.97,209
4086.67,4625.64,209
4085.13,4627.18,209
4078.97,4618.97,209
4074.87,4618.46,209
4079.49,4623.59,209
4084.62,4622.05,209
4084.1,4614.36,209
4077.95,4607.18,209
4073.33,4605.64,209
4078.46,4613.33,209
4087.69,4629.74,209
4091.28,4640.0,209
4083.59,4629.23,209
4073.33,4611.28,209
4069.74,4607.69,209
4069.23,4610.77,209
4065.64,4609.23,209
4065.13,4611.28,209
4076.92,4618.97,209
4081.03,4620.0,209
4072.31,4611.79,209
4072.31,4610.77,209
4077.95,4618.97,209
4070.26,4615.9,209
4056.92,4599.49,209
4053.33,4598.97,209
4057.44,4611.28,209
4062.56,4604.62,209
4069.74,4592.82,209
4073.33,4597.95,209
4067.18,4600.0,209
4062.56,4597.95,209
4070.26,4611.28,209
4073.85,4623.08,209
4068.72,4618.97,209
4070.26,4613.33,209
4076.41,4603.59,209
4073.85,4593.33,209
4069.74,4591.28,209
4071.28,4589.23,209
4070.77,4584.62,209
4068.72,4588.72,209
4073.85,4596.92,209
4077.44,4594.87,209
4074.36,4593.33,209
4070.77,4595.38,209
4068.21,4587.69,209
4066.67,4581.03,209
4070.26,4591.28,209
4076.92,4601.54,209
4077.95,4598.46,209
4075.9,4605.13,209
4072.82,4618.97,209
4067.69,4614.87,209
4066.15,4608.72,209
4069.23,4613.85,209
4070.77,4612.82,209
4070.26,4605.13,209
4073.85,4607.18,209
4078.46,4620.0,209
4077.44,4628.72,209
4070.77,4628.21,209
4063.59,4621.03,209
4061.03,4608.21,209
4063.59,4594.87,209
4069.74,4588.72,209
4072.82,4595.9,209
4073.33,4617.95,209
4078.46,4637.95,209
4085.13,4637.95,209
4086.15,4634.87,209
4080.51,4637.44,209
4074.87,4629.74,209
4072.82,4617.44,209
4072.31,4618.46,209
4075.9,4625.13,209
4081.54,4631.28,209
4084.62,4635.9,209
4081.03,4635.9,209
4082.05,4633.85,209
4090.26,4631.28,209
4090.77,4627.69,209
4084.62,4620.0,219
4093.33,4629.23,219
4092.82,4629.74,219
4088.72,4628.72,219
4087.18,4624.62,219
4085.13,4618.97,219
4088.21,4620.0,219
4089.74,4620.51,219
4087.18,4618.97,219
4086.67,4625.64,219
4085.13,4627.18,219
4078.97,4618.97,219
4074.87,4618.46,219
4079.49,4623.59,219
4084.62,4622.05,219
4084.1,4614.36,219
4077.95,4607.18,219
4073.33,4605.64,219
4078.46,4613.33,219
4087.69,4629.74,219
4091.28,4640.0,219
4083.59,4629.23,219
4073.33,4611.28,219
4069.74,4607.69,219
4069.23,4610.77,219
4065.64,4609.23,219
4065.13,4611.28,219
4076.92,4618.97,219
4081.03,4620.0,219
4072.31,4611.79,219
4072.31,4610.77,219
4077.95,4618.97,219
4070.26,4615.9,219
4056.92,4599.49,219
4053.33,4598.97,219
4057.44,4611.28,219
4062.56,4604.62,219
4069.74,4592.82,219
4073.33,4597.95,219
4067.18,4600.0,219
4062.56,4597.95,219
4070.26,4611.28,219
4073.85,4623.08,219
4068.72,4618.97,219
4070.26,4613.33,219
4076.41,4603.59,219
4073.85,4593.33,219
4069.74,4591.28,219
4071.28,4589.23,219
4070.77,4584.62,219
4068.72,4588.72,219
4073.85,4596.92,219
4077.44,4594.87,219
4074.36,4593.33,219
